id,price,desc,numstories,yearbuilt,exteriorfinish,rooftype,basement,totalrooms,bedrooms,bathrooms,fireplaces,sqft,lotarea,zipcode,AvgIncome,Location,DistDowntown
PA10002,133150,SINGLE FAMILY,1,1950,Stone,SHINGLE,1,5,2,1.5,1,1393,20255,15044,95289,NotCity,16.661
PA10387,67000,SINGLE FAMILY,2,1945,Brick,SHINGLE,1,5,2,1,0,918,3750,15216,39526,PartCity,3.842
PA10412,1125000,SINGLE FAMILY,2.5,1930,Brick,SLATE,1,11,6,3.5,2,6786,22554,15228,58440,NotCity,7.011
PA10073,446000,SINGLE FAMILY,2.5,1920,Brick,SLATE,1,9,6,2.5,0,3814,6600,15224,22880,City,4.644
PA10516,337200,SINGLE FAMILY,2,2012,Frame,SHINGLE,1,9,4,3,0,3766,23546,15026,69387,NotCity,23.041
PA10066,1950000,SINGLE FAMILY,2,2003,Brick,SLATE,1,10,5,5,1,4824,174676,15005,64427,NotCity,22.026
PA10729,77000,SINGLE FAMILY,2,1941,Brick,SLATE,1,6,3,2.5,1,1736,6439,15243,60717,NotCity,7.224
PA10886,496760,SINGLE FAMILY,1,1950,Frame,SHINGLE,1,6,3,1,0,1296,106722,15026,69387,NotCity,23.041
PA10135,218000,SINGLE FAMILY,1,1934,Frame,SHINGLE,1,6,1,1,1,863,43560,15235,41367,PartCity,10.963
PA10155,460000,SINGLE FAMILY,2.5,1920,Brick,SLATE,1,8,4,3,0,3171,4000,15215,43750,PartCity,7.116
PA10158,76500,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,7,3,2,1,1860,7800,15243,60717,NotCity,7.224
PA10444,126197,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,5,2,1,0,875,6480,15236,46913,NotCity,7.695
PA10481,178000,SINGLE FAMILY,2,1940,Brick,SLATE,1,8,4,2.5,1,2338,7950,15243,60717,NotCity,7.224
PA10998,337500,SINGLE FAMILY,2,1930,Frame,SHINGLE,1,8,4,3.5,1,2734,130754,15005,64427,NotCity,22.026
PA10776,249000,SINGLE FAMILY,1.5,1956,Brick,SHINGLE,1,8,3,3,1,2326,10151,15235,41367,PartCity,10.963
PA10916,650000,SINGLE FAMILY,2,1991,Brick,SHINGLE,1,12,5,4.5,1,6893,74880,15238,67370,NotCity,11.876
PA10285,920000,SINGLE FAMILY,2,1910,Stone,SLATE,1,15,5,7,2,5277,21515,15243,60717,NotCity,7.224
PA10964,425594,SINGLE FAMILY,2,2017,Frame,SHINGLE,1,8,4,2.5,0,2956,20046,15026,69387,NotCity,23.041
PA10046,50000,SINGLE FAMILY,2,1887,Brick,ROLL,1,8,2,1,0,2066,2160,15212,26712,PartCity,2.168
PA10899,34000,SINGLE FAMILY,3,1900,Frame,SHINGLE,1,7,4,1.5,1,2217,1820,15213,18473,City,3.316
PA10841,425000,SINGLE FAMILY,1,1988,Brick,SHINGLE,1,8,3,2.5,1,2697,578825,15037,55863,NotCity,18.97
PA10124,82500,SINGLE FAMILY,2,1931,Brick,SHINGLE,1,6,3,1.5,0,1776,2465,15218,35983,PartCity,6.905
PA10733,36300,SINGLE FAMILY,1,1900,Frame,SHINGLE,1,4,2,1,0,904,2116,15212,26712,PartCity,2.168
PA10469,25500,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,7,4,1,0,1984,3000,15214,30725,PartCity,4.168
PA10541,1500000,MULTI-FAMILY,2,1978,Stone,SHINGLE,1,16,4,5,5,7484,159560,15238,67370,NotCity,11.876
PA10862,330000,SINGLE FAMILY,2,1988,Brick,SHINGLE,1,8,4,2.5,0,3692,16291,15025,60669,NotCity,13.094
PA10817,520000,SINGLE FAMILY,1,1970,Brick,SHINGLE,1,5,2,2,0,3436,43459,15332,62875,NotCity,20.091
PA10324,291750,SINGLE FAMILY,1,1951,Brick,SLATE,1,8,2,2.5,0,1939,12963,15243,60717,NotCity,7.224
PA10661,429900,SINGLE FAMILY,2,2001,Frame,SHINGLE,1,8,4,2.5,1,3117,18792,15044,95289,NotCity,16.661
PA10080,32500,SINGLE FAMILY,2,1927,Frame,SHINGLE,1,5,2,1,0,1218,4200,15226,37889,PartCity,3.976
PA10071,229000,SINGLE FAMILY,2,2001,Frame,SHINGLE,1,8,4,2.5,0,2291,11891,15236,46913,NotCity,7.695
PA10110,55000,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,4,2,1,0,1088,2050,15014,42500,NotCity,21.713
PA10305,163000,SINGLE FAMILY,1.5,1952,Brick,SHINGLE,1,6,3,2,0,2177,67082,15332,62875,NotCity,20.091
PA10887,129500,SINGLE FAMILY,1.5,1942,Brick,SHINGLE,1,5,2,1,0,970,6250,15220,44018,PartCity,3.907
PA10853,426083,SINGLE FAMILY,2,2015,Frame,SHINGLE,1,9,4,2.5,0,3116,22849,15044,95289,NotCity,16.661
PA10344,266000,SINGLE FAMILY,2,2012,Frame,SHINGLE,1,8,4,2.5,0,1960,13599,15037,55863,NotCity,18.97
PA10262,159900,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,2.5,0,1796,13609,15037,55863,NotCity,18.97
PA10716,400000,SINGLE FAMILY,1,1940,Stone,SLATE,1,9,4,3.5,1,2411,13200,15243,60717,NotCity,7.224
PA10973,315000,SINGLE FAMILY,2,2002,Brick,SHINGLE,1,8,4,2.5,0,2482,20908,15025,60669,NotCity,13.094
PA10770,28500,SINGLE FAMILY,2,1957,Frame,SHINGLE,1,8,4,2,0,2062,6985,15235,41367,PartCity,10.963
PA10219,205000,SINGLE FAMILY,3,1900,Frame,ROLL,1,11,5,3,0,3462,3180,15212,26712,PartCity,2.168
PA10822,258000,SINGLE FAMILY,1.5,1989,Brick,SHINGLE,1,10,4,3.5,2,2819,12038,15237,55016,NotCity,11.386
PA10943,423000,SINGLE FAMILY,2,1941,Brick,SLATE,1,8,3,2.5,1,3040,22948,15243,60717,NotCity,7.224
PA10104,85500,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,4,2,1,0,868,4264,15223,33724,NotCity,6.432
PA10302,132000,SINGLE FAMILY,1,1965,Brick,SHINGLE,1,5,3,1,1,1724,21615,15037,55863,NotCity,18.97
PA10189,248300,ROWHOUSE,2,1900,Brick,ROLL,1,5,2,1.5,0,1358,1254,15213,18473,City,3.316
PA10322,118000,SINGLE FAMILY,1,1940,Frame,SHINGLE,1,5,3,2,1,1471,9030,15034,57850,NotCity,13.448
PA10300,138000,SINGLE FAMILY,1,1966,Frame,SHINGLE,1,7,3,2,1,1638,9118,15243,60717,NotCity,7.224
PA10764,129000,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,6,2,1.5,1,879,7743,15236,46913,NotCity,7.695
PA10944,142000,SINGLE FAMILY,1,1959,Brick,SHINGLE,1,7,3,1,1,1564,46696,15025,60669,NotCity,13.094
PA10346,150260,MULTI-FAMILY,3,1920,Frame,SHINGLE,1,6,4,1,0,1760,2000,15219,14399,City,0
PA10042,270528,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,8,4,2.5,0,2064,13971,15026,69387,NotCity,23.041
PA10980,35000,SINGLE FAMILY,2,1900,Brick,SHINGLE,1,4,2,2,0,960,994,15223,33724,NotCity,6.432
PA10949,392000,SINGLE FAMILY,2,1991,Brick,SHINGLE,1,9,3,2.5,1,2430,15103,15237,55016,NotCity,11.386
PA10447,35000,SINGLE FAMILY,2,1938,Brick,SHINGLE,1,6,3,1,1,1176,7068,15235,41367,PartCity,10.963
PA10268,454000,SINGLE FAMILY,1,2008,Brick,SHINGLE,1,7,3,2.5,1,3974,543585,15037,55863,NotCity,18.97
PA10347,265500,SINGLE FAMILY,2,1976,Frame,SHINGLE,1,8,4,2.5,1,2016,31014,15237,55016,NotCity,11.386
PA10225,32500,SINGLE FAMILY,1,1945,Brick,SHINGLE,1,6,3,1.5,2,1176,5000,15226,37889,PartCity,3.976
PA10857,430000,SINGLE FAMILY,2.5,1930,Brick,SHINGLE,1,9,5,1.5,0,2770,4000,15215,43750,PartCity,7.116
PA10877,210000,MULTI-FAMILY,2,1920,Brick,SHINGLE,1,9,4,2,0,3675,6607,15214,30725,PartCity,4.168
PA10040,390000,SINGLE FAMILY,2,2011,Frame,SHINGLE,1,8,4,2.5,0,2833,12109,15237,55016,NotCity,11.386
PA10462,75400,MULTI-FAMILY,2.5,1920,Brick,SHINGLE,1,14,6,3,0,3602,5880,15214,30725,PartCity,4.168
PA10961,782000,SINGLE FAMILY,2,1920,Stone,SLATE,1,10,5,2.5,2,4325,27954,15243,60717,NotCity,7.224
PA10127,500000,SINGLE FAMILY,1,1927,Brick,SLATE,1,12,5,5,3,6663,151284,15215,43750,PartCity,7.116
PA10687,252000,SINGLE FAMILY,2,2004,Frame,SHINGLE,1,8,4,3.5,0,2872,10000,15026,69387,NotCity,23.041
PA10228,138000,SINGLE FAMILY,1,1973,Brick,SHINGLE,1,6,3,1.5,0,1427,12521,15037,55863,NotCity,18.97
PA10478,35000,SINGLE FAMILY,1.5,1930,Frame,SHINGLE,1,6,3,1.5,0,975,60766,15026,69387,NotCity,23.041
PA10970,40000,MULTI-FAMILY,3,1900,Brick,SHINGLE,1,8,4,2,0,2376,1530,15213,18473,City,3.316
PA10048,160000,SINGLE FAMILY,1,1995,Frame,SHINGLE,1,5,3,1,0,2156,43077,15037,55863,NotCity,18.97
PA10955,137240,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,2,1,1242,7077,15243,60717,NotCity,7.224
PA10378,110000,SINGLE FAMILY,2,1900,Brick,SLATE,1,7,4,1,0,3077,5808,15212,26712,PartCity,2.168
PA10243,485000,SINGLE FAMILY,2,1992,Frame,SHINGLE,1,8,4,2.5,1,2658,21170,15237,55016,NotCity,11.386
PA10987,28000,ROWHOUSE,2,1887,Frame,SHINGLE,1,5,3,1,0,1122,1434,15212,26712,PartCity,2.168
PA10160,373195,SINGLE FAMILY,2,2015,Frame,SHINGLE,1,8,4,2.5,0,2727,14417,15237,55016,NotCity,11.386
